Economy;Economy Code;ISO Code;Region;Income Group;Report Year;ENTREPRENEURSHIP SCORE;Does the law prohibit discrimination in access to credit based on gender?;Score;Legal Basis;Can a woman sign a contract in the same way as a man?;Score;Legal Basis;Can a woman register a business in the same way as a man?;Score;Legal Basis;Can a woman open a bank account in the same way as a man?;Score;Legal Basis
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1999;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2000;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2001;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2002;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2003;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2004;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2005;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2006;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2007;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2008;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2009;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2010;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2011;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2012;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2013;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2014;75;No;0;Ley Núm.182 de Defensa del Consumidor de 1994;Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2015;100;Yes;1;Ley de Protección de los Derechos de las Personas Consumidoras y Usuarias, Arts. 4(5), 5 y 9(10);Yes;1;Código Civil 1904, Art. 157;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2016;100;Yes;1;Ley de Protección de los Derechos de las Personas Consumidoras y Usuarias, Arts. 4(5), 5 y 9(10);Yes;1;Ley Núm.870, Código de Familia;Yes;1;Ley Núm.870, Código de Familia;Yes;1;Ley Núm.870, Código de Familia
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2017;100;Yes;1;Ley de Protección de los Derechos de las Personas Consumidoras y Usuarias, Arts. 4(5), 5 y 9(10);Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2018;100;Yes;1;Ley de Protección de los Derechos de las Personas Consumidoras y Usuarias, Arts. 4(5), 5 y 9(10);Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2019;100;Yes;1;Ley de Protección de los Derechos de las Personas Consumidoras y Usuarias, Arts. 4(5), 5 y 9(10);Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2020;100;Yes;1;Ley de Protección de los Derechos de las Personas Consumidoras y Usuarias, Arts. 4(5), 5 y 9(10);Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2021;100;Yes;1;Ley de Protección de los Derechos de las Personas Consumidoras y Usuarias, Arts. 4(5), 5 y 9(10);Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2022;100;Yes;1;"Ley de protección de los derechos de las personas consumidoras y usuarias, Arts. 4(5), 5 y 9(10); Ley Núm. 1061 aprobada el 04 de febrero de 2021";Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2023;100;Yes;1;"Ley de protección de los derechos de las personas consumidoras y usuarias, Arts. 4(5), 5 y 9(10); Ley Núm. 1061 aprobada el 04 de febrero de 2021";Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1971;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1972;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1973;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1974;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1975;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1976;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1977;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1978;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1979;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1980;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1981;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1982;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1983;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1984;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1985;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1986;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1987;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1988;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1989;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1990;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1991;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1992;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1993;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1994;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1995;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1996;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1997;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1998;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;1999;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2000;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2001;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2002;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2003;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2004;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2005;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2006;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2007;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2008;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2009;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2010;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2011;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2012;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2013;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2014;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2015;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2016;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2017;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2018;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2019;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2020;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2021;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2022;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Niger;NER;NER;Sub-Saharan Africa;Low income;2023;50;No;0;No applicable provisions could be located;Yes;1;Code Civil, Art. 216;Yes;1;No restrictions could be located;No;0;Code Civil, Arts. 221, 222 et 1538
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1971;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1972;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1973;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1974;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1975;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1976;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1977;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1978;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1979;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1980;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1981;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1982;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1983;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1984;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1985;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1986;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1987;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1988;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1989;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1990;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1991;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1992;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1993;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1994;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1995;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1996;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1997;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1998;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;1999;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2000;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2001;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2002;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2003;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2004;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2005;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2006;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2007;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2008;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2009;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2010;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2011;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2012;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2013;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2014;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2015;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2016;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
Nigeria;NGA;NGA;Sub-Saharan Africa;Lower middle income;2017;75;No;0;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Companies and Allied Matters Act, Secs. 18 and 20;Yes;1;No restrictions could be located
