Economy;Economy Code;ISO Code;Region;Income Group;Report Year;MARRIAGE SCORE;Is the law free of legal provisions that require a married woman to obey her husband?;Score;Legal Basis;Can a woman be head of household in the same way as a man?;Score;Legal Basis;Is there legislation specifically addressing domestic violence?;Score;Legal Basis;Can a woman obtain a judgment of divorce in the same way as a man?;Score;Legal Basis;Does a woman have the same rights to remarry as a man?;Score;Legal Basis
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;1991;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;1992;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;1993;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;1994;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;1995;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;1996;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;1997;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;1998;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;1999;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2000;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2001;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2002;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2003;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2004;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2005;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2006;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2007;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2008;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2009;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2010;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2011;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2012;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2013;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2014;40;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;No;0;No applicable provisions could be located;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2015;60;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;Yes;1;Law 6/2014;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2016;60;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;Yes;1;Law 6/2014;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2017;60;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;Yes;1;Law 6/2014;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2018;60;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;Yes;1;Law 6/2014;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2019;60;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;Yes;1;Law 6/2014;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2020;60;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;Yes;1;Law 6/2014;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2021;60;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;Yes;1;Law No. 6/2014;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2022;60;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;Yes;1;Law No. 6/2014;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guinea-Bissau;GNB;GNB;Sub-Saharan Africa;Low income;2023;60;Yes;1;No applicable provisions could be located;No;0;Civil Code, Art. 1674;Yes;1;Law No. 6/2014;Yes;1;Civil Code, Art. 1792;No;0;Civil Code, Art. 1605
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1971;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act of 1916, Arts. 17 and 18;Yes;1;Matrimonial Causes Act of 1916, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1972;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17, and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1973;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17, and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1974;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17, and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1975;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17, and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1976;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17, and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1977;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17, and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1978;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17, and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1979;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17, and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1980;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1981;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1982;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1983;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1984;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1985;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1986;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1987;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1988;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1989;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1990;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1991;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1992;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1993;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1994;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1995;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1996;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1997;60;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1998;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;1999;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2000;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2001;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2002;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2003;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2004;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2005;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2006;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2007;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2008;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2009;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2010;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2011;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2012;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2013;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2014;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2015;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2016;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2017;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2018;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2019;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act, 1996;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2020;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2021;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2022;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Guyana;GUY;GUY;Latin America & Caribbean;Upper middle income;2023;80;Yes;1;No applicable provisions could be located;Yes;1;No restrictions could be located;Yes;1;Domestic Violence Act;No;0;Matrimonial Causes Act, Arts. 9, 17 and 18;Yes;1;Matrimonial Causes Act, Art. 25
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1971;20;No;0;Code Civil, Art. 197;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1972;20;No;0;Code Civil, Art. 197;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1973;20;No;0;Code Civil, Art. 197;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1974;20;No;0;Code Civil, Art. 197;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1975;20;No;0;Code Civil, Art. 197;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1976;20;No;0;Code Civil, Art. 197;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1977;20;No;0;Code Civil, Art. 197;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1978;20;No;0;Code Civil, Art. 197;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1979;20;No;0;Code Civil, Art. 197;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1980;20;No;0;Code Civil, Art. 197;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1981;20;No;0;Code Civil, Art. 197;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1982;20;No;0;Code Civil, Art. 197;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1983;20;No;0;Code Civil, Art. 197;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1984;40;Yes;1;Décret du 8 octobre 1982 fixant un nouveau statut à la femme mariée, Art. 2;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1985;40;Yes;1;Décret du 8 octobre 1982 fixant un nouveau statut à la femme mariée, Art. 2;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1986;40;Yes;1;Décret du 8 octobre 1982 fixant un nouveau statut à la femme mariée, Art. 2;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1987;40;Yes;1;Décret du 8 octobre 1982 fixant un nouveau statut à la femme mariée, Art. 2;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
Haiti;HTI;HTI;Latin America & Caribbean;Lower middle income;1988;40;Yes;1;Décret du 8 octobre 1982 fixant un nouveau statut à la femme mariée, Art. 2;Yes;1;No restrictions could be located;No;0;No applicable provisions could be located;No;0;Code civil, Arts. 216 et 265;No;0;Code civil, Art. 213
