Economy;Economy Code;ISO Code;Region;Income Group;Report Year;MOBILITY SCORE;Can a woman choose where to live in the same way as a man?;Score;Legal Basis;Can a woman travel outside her home in the same way as a man?;Score;Legal Basis;Can a woman apply for a passport in the same way as a man?;Score;Legal Basis;Can a woman travel outside the country in the same way as a man?;Score;Legal Basis
New Zealand;NZL;NZL;High income: OECD;High income;1973;75;No;0;"Alberta v Cook (1926) AC 444;Le Mesurier v Le Mesurier 1895 App.Cas.517";Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1974;75;No;0;"Alberta v Cook (1926) AC 444;Le Mesurier v Le Mesurier 1895 App.Cas.517";Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1975;75;No;0;"Alberta v Cook (1926) AC 444;Le Mesurier v Le Mesurier 1895 App.Cas.517";Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1976;75;No;0;"Alberta v Cook (1926) AC 444;Le Mesurier v Le Mesurier 1895 App.Cas.517";Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1977;75;No;0;"Alberta v Cook (1926) AC 444;Le Mesurier v Le Mesurier 1895 App.Cas.517";Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1978;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1979;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1980;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1981;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1982;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act No. 58/80, Arts. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1983;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act No. 58/80, Arts. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1984;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act No. 58/80, Arts. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1985;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act No. 58/80, Arts. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1986;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act No. 58/80, Arts. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1987;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act No. 58/80, Arts. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1988;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act No. 58/80, Arts. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1989;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act No. 58/80, Arts. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1990;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act No. 58/80, Arts. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1991;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act No. 58/80, Arts. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1992;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act No. 58/80, Arts. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1993;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act No. 58/80, Arts. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1994;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1995;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1996;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1997;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1998;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;1999;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2000;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2001;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2002;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2003;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2004;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2005;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2006;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2007;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2008;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2009;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2010;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2011;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2012;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2013;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2014;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2015;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2016;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2017;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2018;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2019;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2020;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2021;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2022;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
New Zealand;NZL;NZL;High income: OECD;High income;2023;100;Yes;1;Domicile Act, Sec. 5;Yes;1;No restrictions could be located;Yes;1;Passport Act, Secs. 3 and 4(1);Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1971;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1972;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1973;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1974;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1975;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1976;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1977;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1978;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1979;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1980;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1981;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1982;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1983;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1982;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1984;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1982;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1985;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1982;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1986;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1982;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1987;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1982;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1988;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1982;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1989;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1982;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1990;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1982;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1991;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1982;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1992;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1982;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1993;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1982;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1994;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1995;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1996;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1997;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1998;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;1999;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2000;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2001;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2002;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2003;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2004;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2005;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2006;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2007;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2008;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2009;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2010;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2011;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2012;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2013;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;Ley de Migración de 1993;Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2014;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;"Reglamento a la ley Núm. 761 ley general de migración y extranjería, Art. 18; Procedimientos de solicitud de pasaporte";Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2015;75;No;0;Código Civil de 1904, Art. 152;Yes;1;No restrictions could be located;Yes;1;"Reglamento a la ley Núm. 761 ley general de migración y extranjería, Art. 18; Procedimientos de solicitud de pasaporte";Yes;1;No restrictions could be located
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2016;100;Yes;1;Ley Núm.870, Código de Familia, Art. 79;Yes;1;Ley Núm.870, Código de Familia, Art. 81;Yes;1;"Reglamento a la ley Núm. 761 ley general de migración y extranjería, Art. 18; Procedimientos de solicitud de pasaporte";Yes;1;Ley Núm.870, Código de Familia, Art. 81
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2017;100;Yes;1;Código de Familia, Art. 79;Yes;1;Código de Familia, Art. 81;Yes;1;"Reglamento a la ley Núm. 761 ley general de migración y extranjería, Art. 18; Procedimientos de solicitud de pasaporte";Yes;1;Código de Familia, Art. 81
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2018;100;Yes;1;Código de Familia, Art. 79;Yes;1;Código de Familia, Art. 81;Yes;1;"Reglamento a la ley Núm. 761 ley general de migración y extranjería, Art. 18; Procedimientos de solicitud de pasaporte";Yes;1;Código de Familia, Art. 81
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2019;100;Yes;1;Código de Familia, Art. 79;Yes;1;Código de Familia, Art. 81;Yes;1;"Reglamento a la ley Núm. 761 ley general de migración y extranjería, Art. 18; Procedimientos de solicitud de pasaporte";Yes;1;Código de Familia, Art. 81
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2020;100;Yes;1;Código de Familia, Art. 79;Yes;1;Código de Familia, Art. 81;Yes;1;"Reglamento a la ley Núm. 761 ley general de migración y extranjería, Art. 18; Procedimientos de solicitud de pasaporte";Yes;1;Código de Familia, Art. 81
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2021;100;Yes;1;Código de Familia, Art. 79;Yes;1;Código de Familia, Art. 81;Yes;1;"Reglamento a la ley Núm. 761 ley general de migración y extranjería, Art. 18; Procedimientos de solicitud de pasaporte";Yes;1;Código de Familia, Art. 81
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2022;100;Yes;1;Código de Familia, Art. 79;Yes;1;Código de Familia, Art. 81;Yes;1;"Reglamento a la ley Núm. 761 ley general de migración y extranjería, Art. 18; Procedimientos de solicitud de pasaporte";Yes;1;Código de Familia, Art. 81
Nicaragua;NIC;NIC;Latin America & Caribbean;Lower middle income;2023;100;Yes;1;Código de Familia, Art. 79;Yes;1;Código de Familia, Art. 81;Yes;1;"Reglamento a la ley Núm. 761 ley general de migración y extranjería, Art. 18; Procedimientos de solicitud de pasaporte";Yes;1;Código de Familia, Art. 81
Niger;NER;NER;Sub-Saharan Africa;Low income;1971;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1972;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1973;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1974;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1975;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1976;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1977;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1978;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1979;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1980;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1981;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1982;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1983;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1984;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1985;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1986;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1987;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1988;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1989;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1990;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1991;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1992;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1993;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1994;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1995;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
Niger;NER;NER;Sub-Saharan Africa;Low income;1996;75;No;0;Code Civil, Art. 215;Yes;1;No restrictions could be located;Yes;1;Passport application form;Yes;1;No restrictions could be located
