Economy;Economy Code;ISO Code;Region;Income Group;Report Year;PENSION SCORE;Is the age at which men and women can retire with full pension benefits the same?;Score;Legal Basis;Is the age at which men and women can retire with partial pension benefits the same?;Score;Legal Basis;Is the mandatory retirement age for men and women the same?;Score;Legal Basis;Are periods of absence due to childcare accounted for in pension benefits?;Score;Legal Basis
Kazakhstan;KAZ;KAZ;Europe & Central Asia;Upper middle income;2021;25;No;0;Law on Pensions of 21 June 2013, Art. 11;No;0;Law on Pensions of 21 June 2013, Art. 11;No;0;"Labor Code 2015, Art. 52(24); Law on Pensions of 21 June 2013, Art. 11(1)";Yes;1;Law on Pensions of 21 June 2013, Art. 13 (1)(8)
Kazakhstan;KAZ;KAZ;Europe & Central Asia;Upper middle income;2022;25;No;0;Law on Pensions of 21 June 2013, Art. 11;No;0;Law on Pensions of 21 June 2013, Art. 11;No;0;"Labor Code 2015, Art. 52(24); Law on Pensions of 21 June 2013, Art. 11(1)";Yes;1;Law on Pensions of 21 June 2013, Art. 13 (1)(8)
Kazakhstan;KAZ;KAZ;Europe & Central Asia;Upper middle income;2023;25;No;0;Law on Pensions of 21 June 2013, Art. 11;No;0;Law on Pensions of 21 June 2013, Art. 11(5)(6);No;0;"Labor Code 2015, Art. 52(24); Law on Pensions of 21 June 2013, Art. 11(1)";Yes;1;Law on Pensions of 21 June 2013, Art. 13(1)(8)
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1971;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1972;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1973;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1974;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1975;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1976;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1977;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1978;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1979;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1980;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1981;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1982;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1983;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1984;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1985;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1986;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1987;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1988;75;Yes;1;National Social Security Fund Act, 1965 (N.28 of 1965), Sec. 20;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1989;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1990;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1991;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1992;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1993;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1994;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1995;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1996;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1997;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1998;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;1999;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2000;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2001;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2002;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2003;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2004;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2005;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2006;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2007;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2008;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2009;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2010;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2011;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2012;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2013;75;Yes;1;National Social Security Fund (Amendment) Act, 1987 (Sec. 20);Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2014;75;Yes;1;National Social Security Fund Act, Arts. 2 and 36;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2015;75;Yes;1;National Social Security Fund Act, Arts. 2 and 36;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2016;75;Yes;1;National Social Security Fund Act, Arts. 2 and 36;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2017;75;Yes;1;National Social Security Fund Act, Arts. 2 and 36;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2018;75;Yes;1;National Social Security Fund Act, Arts. 2 and 36;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2019;75;Yes;1;National Social Security Fund Act, Arts. 2 and 36;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2020;75;Yes;1;National Social Security Fund Act, Arts. 2 and 36;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2021;75;Yes;1;National Social Security Fund Act, Arts. 2 and 36;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2022;75;Yes;1;National Social Security Fund Act, Arts. 2 and 36;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kenya;KEN;KEN;Sub-Saharan Africa;Lower middle income;2023;75;Yes;1;National Social Security Fund Act, Secs. 2 and 36;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1971;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1972;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1973;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1974;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1975;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1976;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1977;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1978;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1979;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1980;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1981;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1982;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1983;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1984;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1985;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1986;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1987;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1988;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1989;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1990;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1991;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1992;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1993;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1994;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1995;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1996;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1997;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1998;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;1999;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2000;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2001;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2002;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2003;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2004;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2005;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2006;75;Yes;1;Kiribati Provident Fund Ordinance;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2007;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2008;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2009;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2010;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2011;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2012;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2013;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2014;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2015;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2016;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2017;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2018;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2019;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2020;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2021;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2022;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Kiribati;KIR;KIR;East Asia & Pacific;Lower middle income;2023;75;Yes;1;Provident Fund (Amendment) Act 2005;Yes;1;Provident Fund (Amendment) Act 2008;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Korea, Rep.;KOR;KOR;High income: OECD;High income;1971;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Korea, Rep.;KOR;KOR;High income: OECD;High income;1972;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Korea, Rep.;KOR;KOR;High income: OECD;High income;1973;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Korea, Rep.;KOR;KOR;High income: OECD;High income;1974;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Korea, Rep.;KOR;KOR;High income: OECD;High income;1975;75;Yes;1;National Welfare Pension Act of 24 December 1973, Art. 37;Yes;1;National Welfare Pension Act of 24 December 1973, Arts. 37(2) and 38(2);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Korea, Rep.;KOR;KOR;High income: OECD;High income;1976;75;Yes;1;National Welfare Pension Act of 24 December 1973, Art. 37;Yes;1;National Welfare Pension Act of 24 December 1973, Arts. 37(2) and 38(2);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Korea, Rep.;KOR;KOR;High income: OECD;High income;1977;75;Yes;1;National Welfare Pension Act of 24 December 1973, Art. 37;Yes;1;National Welfare Pension Act of 24 December 1973, Arts. 37(2) and 38(2);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Korea, Rep.;KOR;KOR;High income: OECD;High income;1978;75;Yes;1;National Welfare Pension Act of 24 December 1973, Art. 37;Yes;1;National Welfare Pension Act of 24 December 1973, Arts. 37(2) and 38(2);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Korea, Rep.;KOR;KOR;High income: OECD;High income;1979;75;Yes;1;National Welfare Pension Act of 24 December 1973, Art. 37;Yes;1;National Welfare Pension Act of 24 December 1973, Arts. 37(2) and 38(2);Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
